"SOURCE MAPPING  —  Every source question mapped to its Impactree Indicator  |  Filter by Standard, Module, or Indicator ID",,,,,,
Impactree ID,Module,Indicator,Source Standard,Source Question ID,Source Question Text,Source Section / Module
IMP-M03-I06,Governance & Ethics,Tax Governance & Transparency,GRI,GRI-207-3i,[Stakeholder engagement and management of] the approach to engagement with tax authorities;,GRI 207_ Tax 2019
IMP-M03-I06,Governance & Ethics,Tax Governance & Transparency,GRI,GRI-207-4a,[Country-by-country reporting] All tax jurisdictions where the entities included in the organization’s audited,GRI 207_ Tax 2019
IMP-M03-I06,Governance & Ethics,Tax Governance & Transparency,GRI,GRI-207-4b,[Country-by-country reporting] For each tax jurisdiction reported in Disclosure 207-4-a:,GRI 207_ Tax 2019
IMP-M03-I06,Governance & Ethics,Tax Governance & Transparency,GRI,GRI-207-4c,[Country-by-country reporting] The time period covered by the information reported in Disclosure 207-4.,GRI 207_ Tax 2019
IMP-M03-I06,Governance & Ethics,Tax Governance & Transparency,GRI,GRI-207-4i,[Country-by-country reporting] Names of the resident entities;,GRI 207_ Tax 2019
IMP-M03-I06,Governance & Ethics,Tax Governance & Transparency,GRI,GRI-207-4v,[Country-by-country reporting] Revenues from intra-group transactions with other tax jurisdictions;,GRI 207_ Tax 2019
IMP-M03-I06,Governance & Ethics,Tax Governance & Transparency,GRI,GRI-207-4x,[Country-by-country reporting] Reasons for the difference between corporate income tax accrued on profit/loss,GRI 207_ Tax 2019
IMP-M02-I06,Sustainability Management & Reporting,Materiality Assessment,GRI,GRI-3-1a,"[Process to determine material topics] describe the process it has followed to determine its material topics, including:",GRI 3_ Material Topics 2021
IMP-M02-I06,Sustainability Management & Reporting,Materiality Assessment,GRI,GRI-3-1b,[Process to determine material topics] specify the stakeholders and experts whose views have informed the process of,GRI 3_ Material Topics 2021
IMP-M02-I06,Sustainability Management & Reporting,Materiality Assessment,GRI,GRI-3-1i,"[Process to determine material topics] how it has identified actual and potential, negative and positive impacts on the",GRI 3_ Material Topics 2021
IMP-M02-I06,Sustainability Management & Reporting,Materiality Assessment,GRI,GRI-3-2a,[List of material topics] list its material topics;,GRI 3_ Material Topics 2021
IMP-M02-I06,Sustainability Management & Reporting,Materiality Assessment,GRI,GRI-3-2b,[List of material topics] report changes to the list of material topics compared to the previous reporting period.,GRI 3_ Material Topics 2021
IMP-M02-I06,Sustainability Management & Reporting,Materiality Assessment,GRI,GRI-3-3a,"[Management of material topics] describe the actual and potential, negative and positive impacts on the economy,",GRI 3_ Material Topics 2021
IMP-M02-I06,Sustainability Management & Reporting,Materiality Assessment,GRI,GRI-3-3b,[Management of material topics] report whether the organization is involved with the negative impacts through its,GRI 3_ Material Topics 2021
IMP-M02-I06,Sustainability Management & Reporting,Materiality Assessment,GRI,GRI-3-3c,[Management of material topics] describe its policies or commitments regarding the material topic;,GRI 3_ Material Topics 2021
IMP-M02-I06,Sustainability Management & Reporting,Materiality Assessment,GRI,GRI-3-3d,"[Management of material topics] describe actions taken to manage the topic and related impacts, including:",GRI 3_ Material Topics 2021
IMP-M02-I06,Sustainability Management & Reporting,Materiality Assessment,GRI,GRI-3-3e,[Management of material topics] report the following information about tracking the effectiveness of the actions taken:,GRI 3_ Material Topics 2021
IMP-M02-I06,Sustainability Management & Reporting,Materiality Assessment,GRI,GRI-3-3f,[Management of material topics] describe how engagement with stakeholders has informed the actions taken (3-3-d),GRI 3_ Material Topics 2021
IMP-M02-I06,Sustainability Management & Reporting,Materiality Assessment,GRI,GRI-3-3i,[Management of material topics] actions to prevent or mitigate potential negative impacts;,GRI 3_ Material Topics 2021
IMP-M08-I05,Waste & Materials,Materials Used in Production,GRI,GRI-301-1a,[Materials used by weight or volume] Total weight or volume of materials that are used to produce and package the,GRI 301_ Materials 2016
IMP-M08-I05,Waste & Materials,Materials Used in Production,GRI,GRI-301-1i,[Materials used by weight or volume] non-renewable materials used;,GRI 301_ Materials 2016
IMP-M08-I06,Waste & Materials,Recycled Input Materials,GRI,GRI-301-2a,[Recycled input materials used] Percentage of recycled input materials used to manufacture the organization's primary,GRI 301_ Materials 2016
IMP-M08-I07,Waste & Materials,Product End-of-Life Management,GRI,GRI-301-3a,[Reclaimed products and their packaging materials] Percentage of reclaimed products and their packaging materials for each product,GRI 301_ Materials 2016
IMP-M08-I07,Waste & Materials,Product End-of-Life Management,GRI,GRI-301-3b,[Reclaimed products and their packaging materials] How the data for this disclosure have been collected.,GRI 301_ Materials 2016
IMP-M06-I01,Energy,Total Energy Consumption,GRI,GRI-302-1a,"[Energy consumption within the organization] Total fuel consumption within the organization from non-renewable sources, in joules or",GRI 302_ Energy 2016
IMP-M06-I01,Energy,Total Energy Consumption,GRI,GRI-302-1b,"[Energy consumption within the organization] Total fuel consumption within the organization from renewable sources, in joules or",GRI 302_ Energy 2016
IMP-M06-I01,Energy,Total Energy Consumption,GRI,GRI-302-1c,"[Energy consumption within the organization] In joules, watt-hours or multiples, the total:",GRI 302_ Energy 2016
IMP-M06-I01,Energy,Total Energy Consumption,GRI,GRI-302-1d,"[Energy consumption within the organization] In joules, watt-hours or multiples, the total:",GRI 302_ Energy 2016
IMP-M06-I01,Energy,Total Energy Consumption,GRI,GRI-302-1e,"[Energy consumption within the organization] Total energy consumption within the organization, in joules or multiples.",GRI 302_ Energy 2016
IMP-M06-I01,Energy,Total Energy Consumption,GRI,GRI-302-1f,"[Energy consumption within the organization] Standards, methodologies, assumptions, and/or calculation tools used.",GRI 302_ Energy 2016
IMP-M06-I01,Energy,Total Energy Consumption,GRI,GRI-302-1g,[Energy consumption within the organization] Source of the conversion factors used.,GRI 302_ Energy 2016
IMP-M06-I01,Energy,Total Energy Consumption,GRI,GRI-302-1i,[Energy consumption within the organization] electricity consumption,GRI 302_ Energy 2016
IMP-M06-I01,Energy,Total Energy Consumption,GRI,GRI-302-2a,"[Energy consumption outside of the organization] Energy consumption outside of the organization, in joules or multiples.",GRI 302_ Energy 2016
IMP-M06-I01,Energy,Total Energy Consumption,GRI,GRI-302-2b,"[Energy consumption outside of the organization] Standards, methodologies, assumptions, and/or calculation tools used.",GRI 302_ Energy 2016
IMP-M06-I01,Energy,Total Energy Consumption,GRI,GRI-302-2c,[Energy consumption outside of the organization] Source of the conversion factors used.,GRI 302_ Energy 2016
IMP-M06-I05,Energy,Energy Intensity,GRI,GRI-302-3a,[Energy intensity] Energy intensity ratio for the organization.,GRI 302_ Energy 2016
IMP-M06-I05,Energy,Energy Intensity,GRI,GRI-302-3b,[Energy intensity] Organization-specific metric (the denominator) chosen to calculate the ratio.,GRI 302_ Energy 2016
IMP-M06-I05,Energy,Energy Intensity,GRI,GRI-302-3c,"[Energy intensity] Types of energy included in the intensity ratio; whether fuel, electricity, heating, cooling,",GRI 302_ Energy 2016
IMP-M06-I05,Energy,Energy Intensity,GRI,GRI-302-3d,"[Energy intensity] Whether the ratio uses energy consumption within the organization, outside of it, or",GRI 302_ Energy 2016
IMP-M06-I07,Energy,Energy Efficiency Initiatives,GRI,GRI-302-5a,[Reductions in energy requirements of products] Reductions in energy requirements of sold products and services achieved during the,GRI 302_ Energy 2016
IMP-M06-I07,Energy,Energy Efficiency Initiatives,GRI,GRI-302-5b,"[Reductions in energy requirements of products] Basis for calculating reductions in energy consumption, such as base year or baseline,",GRI 302_ Energy 2016
IMP-M06-I07,Energy,Energy Efficiency Initiatives,GRI,GRI-302-5c,"[Reductions in energy requirements of products] Standards, methodologies, assumptions, and/or calculation tools used.",GRI 302_ Energy 2016
IMP-M07-I10,Water & Effluents,Interactions with Water as a Shared Resource,GRI,GRI-303-1a,"[Interactions with water as a shared resource] A description of how the organization interacts with water, including how and where",GRI 303_ Water and Effluents 2018
IMP-M07-I10,Water & Effluents,Interactions with Water as a Shared Resource,GRI,GRI-303-1b,"[Interactions with water as a shared resource] A description of the approach used to identify water-related impacts, including the",GRI 303_ Water and Effluents 2018
IMP-M07-I10,Water & Effluents,Interactions with Water as a Shared Resource,GRI,GRI-303-1c,"[Interactions with water as a shared resource] A description of how water-related impacts are addressed, including how the",GRI 303_ Water and Effluents 2018
IMP-M07-I10,Water & Effluents,Interactions with Water as a Shared Resource,GRI,GRI-303-1d,[Interactions with water as a shared resource] An explanation of the process for setting any water-related goals and targets that are,GRI 303_ Water and Effluents 2018
IMP-M07-I07,Water & Effluents,Effluent Quality Management,GRI,GRI-303-2a,"[Management of water discharge-related impacts] A description of any minimum standards set for the quality of effluent discharge, and",GRI 303_ Water and Effluents 2018
IMP-M07-I07,Water & Effluents,Effluent Quality Management,GRI,GRI-303-2i,[Management of water discharge-related impacts] how standards for facilities operating in locations with no local discharge,GRI 303_ Water and Effluents 2018
IMP-M07-I01,Water & Effluents,Water Withdrawal by Source,GRI,GRI-303-3a,"[Water withdrawal] Total water withdrawal from all areas in megaliters, and a breakdown of this total by the",GRI 303_ Water and Effluents 2018
IMP-M07-I01,Water & Effluents,Water Withdrawal by Source,GRI,GRI-303-3b,"[Water withdrawal] Total water withdrawal from all areas with water stress in megaliters, and a breakdown",GRI 303_ Water and Effluents 2018
IMP-M07-I01,Water & Effluents,Water Withdrawal by Source,GRI,GRI-303-3c,[Water withdrawal] A breakdown of total water withdrawal from each of the sources listed in Disclosures,GRI 303_ Water and Effluents 2018
IMP-M07-I01,Water & Effluents,Water Withdrawal by Source,GRI,GRI-303-3d,"[Water withdrawal] Any contextual information necessary to understand how the data have been compiled,",GRI 303_ Water and Effluents 2018
IMP-M07-I01,Water & Effluents,Water Withdrawal by Source,GRI,GRI-303-3i,[Water withdrawal] Surface water;,GRI 303_ Water and Effluents 2018
IMP-M07-I01,Water & Effluents,Water Withdrawal by Source,GRI,GRI-303-3v,[Water withdrawal] Third-party water.,GRI 303_ Water and Effluents 2018
IMP-M07-I04,Water & Effluents,Water Discharge by Destination,GRI,GRI-303-4a,"[Water discharge] Total water discharge to all areas in megaliters, and a breakdown of this total by the",GRI 303_ Water and Effluents 2018
IMP-M07-I04,Water & Effluents,Water Discharge by Destination,GRI,GRI-303-4b,[Water discharge] A breakdown of total water discharge to all areas in megaliters by the following,GRI 303_ Water and Effluents 2018
IMP-M07-I04,Water & Effluents,Water Discharge by Destination,GRI,GRI-303-4c,"[Water discharge] Total water discharge to all areas with water stress in megaliters, and a breakdown of",GRI 303_ Water and Effluents 2018
IMP-M07-I04,Water & Effluents,Water Discharge by Destination,GRI,GRI-303-4d,"[Water discharge] Priority substances of concern for which discharges are treated, including:",GRI 303_ Water and Effluents 2018
IMP-M07-I04,Water & Effluents,Water Discharge by Destination,GRI,GRI-303-4e,"[Water discharge] Any contextual information necessary to understand how the data have been compiled,",GRI 303_ Water and Effluents 2018
IMP-M07-I04,Water & Effluents,Water Discharge by Destination,GRI,GRI-303-4i,[Water discharge] Surface water;,GRI 303_ Water and Effluents 2018
IMP-M07-I02,Water & Effluents,Total Water Consumption,GRI,GRI-303-5a,[Water consumption] Total water consumption from all areas in megaliters.,GRI 303_ Water and Effluents 2018
IMP-M07-I02,Water & Effluents,Total Water Consumption,GRI,GRI-303-5b,[Water consumption] Total water consumption from all areas with water stress in megaliters.,GRI 303_ Water and Effluents 2018
IMP-M07-I02,Water & Effluents,Total Water Consumption,GRI,GRI-303-5c,"[Water consumption] Change in water storage in megaliters, if water storage has been identified as having a",GRI 303_ Water and Effluents 2018
IMP-M07-I02,Water & Effluents,Total Water Consumption,GRI,GRI-303-5d,"[Water consumption] Any contextual information necessary to understand how the data have been compiled,",GRI 303_ Water and Effluents 2018
IMP-M10-I02,Biodiversity & Land Use,Operations in or near Sensitive Areas,GRI,GRI-304-1a,"[Operational sites owned, leased, managed in, or] For each operational site owned, leased, managed in, or adjacent to, protected areas",GRI 304_ Biodiversity 2016
IMP-M10-I02,Biodiversity & Land Use,Operations in or near Sensitive Areas,GRI,GRI-304-1i,"[Operational sites owned, leased, managed in, or] Geographic location;",GRI 304_ Biodiversity 2016
IMP-M10-I02,Biodiversity & Land Use,Operations in or near Sensitive Areas,GRI,GRI-304-1v,"[Operational sites owned, leased, managed in, or] Size of operational site in km2 (or another unit, if appropriate);",GRI 304_ Biodiversity 2016
IMP-M10-I03,Biodiversity & Land Use,Biodiversity Impacts Assessment,GRI,GRI-304-2a,"[Significant impacts of activities, products and] Nature of significant direct and indirect impacts on biodiversity with reference to one or",GRI 304_ Biodiversity 2016
IMP-M10-I03,Biodiversity & Land Use,Biodiversity Impacts Assessment,GRI,GRI-304-2b,"[Significant impacts of activities, products and] Significant direct and indirect positive and negative impacts with reference to the",GRI 304_ Biodiversity 2016
IMP-M10-I03,Biodiversity & Land Use,Biodiversity Impacts Assessment,GRI,GRI-304-2i,"[Significant impacts of activities, products and] Construction or use of manufacturing plants, mines, and transport infrastructure;",GRI 304_ Biodiversity 2016
IMP-M10-I03,Biodiversity & Land Use,Biodiversity Impacts Assessment,GRI,GRI-304-2v,"[Significant impacts of activities, products and] Habitat conversion;",GRI 304_ Biodiversity 2016
IMP-M10-I04,Biodiversity & Land Use,Biodiversity Mitigation & Restoration,GRI,GRI-304-3a,"[Habitats protected or restored] Size and location of all habitat areas protected or restored, and whether the success of",GRI 304_ Biodiversity 2016
IMP-M10-I04,Biodiversity & Land Use,Biodiversity Mitigation & Restoration,GRI,GRI-304-3b,[Habitats protected or restored] Whether partnerships exist with third parties to protect or restore habitat areas distinct,GRI 304_ Biodiversity 2016
IMP-M10-I04,Biodiversity & Land Use,Biodiversity Mitigation & Restoration,GRI,GRI-304-3c,[Habitats protected or restored] Status of each area based on its condition at the close of the reporting period.,GRI 304_ Biodiversity 2016
IMP-M10-I04,Biodiversity & Land Use,Biodiversity Mitigation & Restoration,GRI,GRI-304-3d,"[Habitats protected or restored] Standards, methodologies, and assumptions used.",GRI 304_ Biodiversity 2016
IMP-M10-I06,Biodiversity & Land Use,Species & Habitat Affected,GRI,GRI-304-4a,[IUCN Red List species and national conservation] Total number of IUCN Red List species and national conservation list species with,GRI 304_ Biodiversity 2016
IMP-M10-I06,Biodiversity & Land Use,Species & Habitat Affected,GRI,GRI-304-4i,[IUCN Red List species and national conservation] Critically endangered,GRI 304_ Biodiversity 2016
IMP-M10-I06,Biodiversity & Land Use,Species & Habitat Affected,GRI,GRI-304-4v,[IUCN Red List species and national conservation] Least concern,GRI 304_ Biodiversity 2016
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,GRI,GRI-305-1a,[Direct (Scope 1) GHG emissions] Gross direct (Scope 1) GHG emissions in metric tons of CO2 equivalent.,GRI 305_ Emissions 2016
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,GRI,GRI-305-1b,"[Direct (Scope 1) GHG emissions] Gases included in the calculation; whether CO , CH , N O, HFCs, PFCs, SF , NF , or all.",GRI 305_ Emissions 2016
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,GRI,GRI-305-1c,[Direct (Scope 1) GHG emissions] Biogenic CO2 emissions in metric tons of CO equivalent.,GRI 305_ Emissions 2016
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,GRI,GRI-305-1d,"[Direct (Scope 1) GHG emissions] Base year for the calculation, if applicable, including:",GRI 305_ Emissions 2016
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,GRI,GRI-305-1e,"[Direct (Scope 1) GHG emissions] Source of the emission factors and the global warming potential (GWP) rates used, or a",GRI 305_ Emissions 2016
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,GRI,GRI-305-1f,"[Direct (Scope 1) GHG emissions] Consolidation approach for emissions; whether equity share, financial control, or",GRI 305_ Emissions 2016
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,GRI,GRI-305-1g,"[Direct (Scope 1) GHG emissions] Standards, methodologies, assumptions, and/or calculation tools used.",GRI 305_ Emissions 2016
IMP-M05-I01,GHG Emissions & Climate Change,Scope 1 (Direct) GHG Emissions,GRI,GRI-305-1i,[Direct (Scope 1) GHG emissions] the rationale for choosing it;,GRI 305_ Emissions 2016
IMP-M05-I02,GHG Emissions & Climate Change,Scope 2 (Indirect) GHG Emissions,GRI,GRI-305-2a,[Energy indirect (Scope 2) GHG emissions] Gross location-based energy indirect (Scope 2) GHG emissions in metric tons of CO2,GRI 305_ Emissions 2016
IMP-M05-I02,GHG Emissions & Climate Change,Scope 2 (Indirect) GHG Emissions,GRI,GRI-305-2b,"[Energy indirect (Scope 2) GHG emissions] If applicable, gross market-based energy indirect (Scope 2) GHG emissions in metric",GRI 305_ Emissions 2016
IMP-M05-I02,GHG Emissions & Climate Change,Scope 2 (Indirect) GHG Emissions,GRI,GRI-305-2c,"[Energy indirect (Scope 2) GHG emissions] If available, the gases included in the calculation; whether CO , CH , N O, HFCs, PFCs,",GRI 305_ Emissions 2016
IMP-M05-I02,GHG Emissions & Climate Change,Scope 2 (Indirect) GHG Emissions,GRI,GRI-305-2d,"[Energy indirect (Scope 2) GHG emissions] Base year for the calculation, if applicable, including:",GRI 305_ Emissions 2016
IMP-M05-I02,GHG Emissions & Climate Change,Scope 2 (Indirect) GHG Emissions,GRI,GRI-305-2e,"[Energy indirect (Scope 2) GHG emissions] Source of the emission factors and the global warming potential (GWP) rates used, or a",GRI 305_ Emissions 2016
IMP-M05-I02,GHG Emissions & Climate Change,Scope 2 (Indirect) GHG Emissions,GRI,GRI-305-2f,"[Energy indirect (Scope 2) GHG emissions] Consolidation approach for emissions; whether equity share, financial control, or",GRI 305_ Emissions 2016
IMP-M05-I02,GHG Emissions & Climate Change,Scope 2 (Indirect) GHG Emissions,GRI,GRI-305-2g,"[Energy indirect (Scope 2) GHG emissions] Standards, methodologies, assumptions, and/or calculation tools used.",GRI 305_ Emissions 2016
IMP-M05-I02,GHG Emissions & Climate Change,Scope 2 (Indirect) GHG Emissions,GRI,GRI-305-2i,[Energy indirect (Scope 2) GHG emissions] the rationale for choosing it;,GRI 305_ Emissions 2016
IMP-M05-I03,GHG Emissions & Climate Change,Scope 3 (Value Chain) GHG Emissions,GRI,GRI-305-3a,[Other indirect (Scope 3) GHG emissions] Gross other indirect (Scope 3) GHG emissions in metric tons of CO2 equivalent.,GRI 305_ Emissions 2016
IMP-M05-I03,GHG Emissions & Climate Change,Scope 3 (Value Chain) GHG Emissions,GRI,GRI-305-3b,"[Other indirect (Scope 3) GHG emissions] If available, the gases included in the calculation; whether CO , CH , N O, HFCs, PFCs,",GRI 305_ Emissions 2016
IMP-M05-I03,GHG Emissions & Climate Change,Scope 3 (Value Chain) GHG Emissions,GRI,GRI-305-3c,[Other indirect (Scope 3) GHG emissions] Biogenic CO2 emissions in metric tons of CO equivalent.,GRI 305_ Emissions 2016
IMP-M05-I03,GHG Emissions & Climate Change,Scope 3 (Value Chain) GHG Emissions,GRI,GRI-305-3d,[Other indirect (Scope 3) GHG emissions] Other indirect (Scope 3) GHG emissions categories and activities included in the,GRI 305_ Emissions 2016
IMP-M05-I03,GHG Emissions & Climate Change,Scope 3 (Value Chain) GHG Emissions,GRI,GRI-305-3e,"[Other indirect (Scope 3) GHG emissions] Base year for the calculation, if applicable, including:",GRI 305_ Emissions 2016
IMP-M05-I03,GHG Emissions & Climate Change,Scope 3 (Value Chain) GHG Emissions,GRI,GRI-305-3f,"[Other indirect (Scope 3) GHG emissions] Source of the emission factors and the global warming potential (GWP) rates used, or a",GRI 305_ Emissions 2016
IMP-M05-I03,GHG Emissions & Climate Change,Scope 3 (Value Chain) GHG Emissions,GRI,GRI-305-3g,"[Other indirect (Scope 3) GHG emissions] Standards, methodologies, assumptions, and/or calculation tools used.",GRI 305_ Emissions 2016
IMP-M05-I03,GHG Emissions & Climate Change,Scope 3 (Value Chain) GHG Emissions,GRI,GRI-305-3i,[Other indirect (Scope 3) GHG emissions] the rationale for choosing it;,GRI 305_ Emissions 2016
IMP-M05-I04,GHG Emissions & Climate Change,GHG Emission Intensity,GRI,GRI-305-4a,[GHG emissions intensity] GHG emissions intensity ratio for the organization.,GRI 305_ Emissions 2016
IMP-M05-I04,GHG Emissions & Climate Change,GHG Emission Intensity,GRI,GRI-305-4b,[GHG emissions intensity] Organization-specific metric (the denominator) chosen to calculate the ratio.,GRI 305_ Emissions 2016
IMP-M05-I04,GHG Emissions & Climate Change,GHG Emission Intensity,GRI,GRI-305-4c,"[GHG emissions intensity] Types of GHG emissions included in the intensity ratio; whether direct (Scope 1), energy",GRI 305_ Emissions 2016
IMP-M05-I04,GHG Emissions & Climate Change,GHG Emission Intensity,GRI,GRI-305-4d,"[GHG emissions intensity] Gases included in the calculation; whether CO , CH , N O, HFCs, PFCs, SF , NF , or all.",GRI 305_ Emissions 2016
IMP-M05-I05,GHG Emissions & Climate Change,GHG Emission Reduction Targets & Progress,GRI,GRI-305-5a,"[Reduction of GHG emissions] GHG emissions reduced as a direct result of reduction initiatives, in metric tons of CO2",GRI 305_ Emissions 2016
IMP-M05-I05,GHG Emissions & Climate Change,GHG Emission Reduction Targets & Progress,GRI,GRI-305-5b,"[Reduction of GHG emissions] Gases included in the calculation; whether CO , CH , N O, HFCs, PFCs, SF , NF , or all.",GRI 305_ Emissions 2016
IMP-M05-I05,GHG Emissions & Climate Change,GHG Emission Reduction Targets & Progress,GRI,GRI-305-5c,"[Reduction of GHG emissions] Base year or baseline, including the rationale for choosing it.",GRI 305_ Emissions 2016
IMP-M05-I05,GHG Emissions & Climate Change,GHG Emission Reduction Targets & Progress,GRI,GRI-305-5d,"[Reduction of GHG emissions] Scopes in which reductions took place; whether direct (Scope 1), energy indirect",GRI 305_ Emissions 2016
IMP-M05-I05,GHG Emissions & Climate Change,GHG Emission Reduction Targets & Progress,GRI,GRI-305-5e,"[Reduction of GHG emissions] Standards, methodologies, assumptions, and/or calculation tools used.",GRI 305_ Emissions 2016
IMP-M05-I09,GHG Emissions & Climate Change,Biogenic Emissions,GRI,GRI-305-6a,"[Emissions of ozone-depleting substances (ODS)] Production, imports, and exports of ODS in metric tons of CFC-11",GRI 305_ Emissions 2016
IMP-M05-I09,GHG Emissions & Climate Change,Biogenic Emissions,GRI,GRI-305-6b,[Emissions of ozone-depleting substances (ODS)] Substances included in the calculation.,GRI 305_ Emissions 2016
IMP-M05-I09,GHG Emissions & Climate Change,Biogenic Emissions,GRI,GRI-305-6c,[Emissions of ozone-depleting substances (ODS)] Source of the emission factors used.,GRI 305_ Emissions 2016
IMP-M05-I09,GHG Emissions & Climate Change,Biogenic Emissions,GRI,GRI-305-6d,"[Emissions of ozone-depleting substances (ODS)] Standards, methodologies, assumptions, and/or calculation tools used.",GRI 305_ Emissions 2016
IMP-M09-I01,Air Quality,NOx Emissions,GRI,GRI-305-7a,"[Nitrogen oxides (NOx), sulfur oxides (SOx), and] Significant air emissions, in kilograms or multiples, for each of the following:",GRI 305_ Emissions 2016
IMP-M09-I01,Air Quality,NOx Emissions,GRI,GRI-305-7b,"[Nitrogen oxides (NOx), sulfur oxides (SOx), and] Source of the emission factors used.",GRI 305_ Emissions 2016
IMP-M09-I01,Air Quality,NOx Emissions,GRI,GRI-305-7c,"[Nitrogen oxides (NOx), sulfur oxides (SOx), and] Standards, methodologies, assumptions, and/or calculation tools used.",GRI 305_ Emissions 2016
IMP-M09-I01,Air Quality,NOx Emissions,GRI,GRI-305-7v,"[Nitrogen oxides (NOx), sulfur oxides (SOx), and] Hazardous air pollutants (HAP)",GRI 305_ Emissions 2016
IMP-M08-I01,Waste & Materials,Total Waste Generated,GRI,GRI-306-1a,[Water discharge by quality and destination] Total volume of planned and unplanned water discharges by:,GRI 306_ Effluents and Waste 2016
IMP-M08-I01,Waste & Materials,Total Waste Generated,GRI,GRI-306-1a,"[Waste generation and significant waste-related] For the organization’s significant actual and potential waste-related impacts, a",GRI 306_ Waste 2020
IMP-M08-I01,Waste & Materials,Total Waste Generated,GRI,GRI-306-1b,"[Water discharge by quality and destination] Standards, methodologies, and assumptions used.",GRI 306_ Effluents and Waste 2016
IMP-M08-I01,Waste & Materials,Total Waste Generated,GRI,GRI-306-1i,[Water discharge by quality and destination] destination;,GRI 306_ Effluents and Waste 2016
IMP-M08-I01,Waste & Materials,Total Waste Generated,GRI,GRI-306-1i,"[Waste generation and significant waste-related] the inputs, activities, and outputs that lead or could lead to these impacts;",GRI 306_ Waste 2020
IMP-M08-I04,Waste & Materials,Hazardous Waste Management,GRI,GRI-306-2a,"[Waste by type and disposal method] Total weight of hazardous waste, with a breakdown by the following disposal methods",GRI 306_ Effluents and Waste 2016
IMP-M08-I04,Waste & Materials,Hazardous Waste Management,GRI,GRI-306-2a,"[Management of significant waste-related impacts] Actions, including circularity measures, taken to prevent waste generation in the",GRI 306_ Waste 2020
IMP-M08-I04,Waste & Materials,Hazardous Waste Management,GRI,GRI-306-2b,"[Waste by type and disposal method] Total weight of non-hazardous waste, with a breakdown by the following disposal methods",GRI 306_ Effluents and Waste 2016
IMP-M08-I04,Waste & Materials,Hazardous Waste Management,GRI,GRI-306-2b,[Management of significant waste-related impacts] If the waste generated by the organization in its own activities is managed by a third,GRI 306_ Waste 2020
IMP-M08-I04,Waste & Materials,Hazardous Waste Management,GRI,GRI-306-2c,[Waste by type and disposal method] How the waste disposal method has been determined:,GRI 306_ Effluents and Waste 2016
IMP-M08-I04,Waste & Materials,Hazardous Waste Management,GRI,GRI-306-2c,[Management of significant waste-related impacts] The processes used to collect and monitor waste-related data.,GRI 306_ Waste 2020
IMP-M08-I04,Waste & Materials,Hazardous Waste Management,GRI,GRI-306-2i,"[Waste by type and disposal method] Disposed of directly by the organization, or otherwise directly confirmed",GRI 306_ Effluents and Waste 2016
IMP-M08-I04,Waste & Materials,Hazardous Waste Management,GRI,GRI-306-2v,[Waste by type and disposal method] Incineration (mass burn),GRI 306_ Effluents and Waste 2016
IMP-M08-I01,Waste & Materials,Total Waste Generated,GRI,GRI-306-3a,[Significant spills] Total number and total volume of recorded significant spills.,GRI 306_ Effluents and Waste 2016
IMP-M08-I01,Waste & Materials,Total Waste Generated,GRI,GRI-306-3a,"[Waste generated] Total weight of waste generated in metric tons, and a breakdown of this total by",GRI 306_ Waste 2020
IMP-M08-I01,Waste & Materials,Total Waste Generated,GRI,GRI-306-3b,[Significant spills] The following additional information for each spill that was reported in the,GRI 306_ Effluents and Waste 2016
IMP-M08-I01,Waste & Materials,Total Waste Generated,GRI,GRI-306-3b,[Waste generated] Contextual information necessary to understand the data and how the data has been,GRI 306_ Waste 2020
IMP-M08-I01,Waste & Materials,Total Waste Generated,GRI,GRI-306-3c,[Significant spills] Impacts of significant spills.,GRI 306_ Effluents and Waste 2016
IMP-M08-I01,Waste & Materials,Total Waste Generated,GRI,GRI-306-3i,[Significant spills] Location of spill;,GRI 306_ Effluents and Waste 2016
IMP-M08-I02,Waste & Materials,Waste Recycled & Recovered,GRI,GRI-306-4a,[Transport of hazardous waste] Total weight for each of the following:,GRI 306_ Effluents and Waste 2016
IMP-M08-I02,Waste & Materials,Waste Recycled & Recovered,GRI,GRI-306-4a,"[Waste diverted from disposal] Total weight of waste diverted from disposal in metric tons, and a breakdown of this",GRI 306_ Waste 2020
IMP-M08-I02,Waste & Materials,Waste Recycled & Recovered,GRI,GRI-306-4b,[Transport of hazardous waste] Percentage of hazardous waste shipped internationally.,GRI 306_ Effluents and Waste 2016
IMP-M08-I02,Waste & Materials,Waste Recycled & Recovered,GRI,GRI-306-4b,"[Waste diverted from disposal] Total weight of hazardous waste diverted from disposal in metric tons, and a",GRI 306_ Waste 2020
IMP-M08-I02,Waste & Materials,Waste Recycled & Recovered,GRI,GRI-306-4c,"[Transport of hazardous waste] Standards, methodologies, and assumptions used.",GRI 306_ Effluents and Waste 2016
